Class Index,Title,Description,DescNamedEntityCount,TitleDescSimilarity,AvgTitleWordLength,TitleWordCount,TitleCharCount,DescAvgWordLength,DescWordCount,DescCharCount,TitleNegSentiment,TitleNeuSentiment,TitlePosSentiment,TitleCompoundSentiment,DescNegSentiment,DescNeuSentiment,DescPosSentiment,DescCompoundSentiment,UppercaseWordCount,TFIDFTopWords,ZeroShotScoreBusiness,ZeroShotScoreWorld,ZeroShotScoreSci/Tech,ZeroShotScoreSports
4,Group to Propose New High-Speed Wireless Format," LOS ANGELES (Reuters) - A group of technology companies  including Texas Instruments Inc. &lt;TXN.N&gt;, STMicroelectronics  &lt;STM.PA&gt; and Broadcom Corp. &lt;BRCM.O&gt;, on Thursday said they  will propose a new wireless networking standard up to 10 times  the speed of the current generation.",7,0.5893855,5.857142857,7,47,6.195121951,41,299,0,1,0,0,0,1,0,0,7,"['propose', 'lt', 'gt', 'speed', 'wireless']",0.46642205119132996,0.14435292780399323,0.2627703845500946,0.126454696
4,"Apple Launches Graphics Software, Video Bundle", LOS ANGELES (Reuters) - Apple Computer Inc.&lt;AAPL.O&gt; on  Tuesday began shipping a new program designed to let users  create real-time motion graphics and unveiled a discount  video-editing software bundle featuring its flagship Final Cut  Pro software.,5,0.62576884,6.833333333,6,46,6.055555556,36,258,0,1,0,0,0.059,0.843,0.098,0.1027,6,"['bundle', 'graphics', 'software', 'apple', 'video']",0.349323571,0.15101152658462524,0.4441274106502533,0.055537459
4,Dutch Retailer Beats Apple to Local Download Market," AMSTERDAM (Reuters) - Free Record Shop, a Dutch music  retail chain, beat Apple Computer Inc. to market on Tuesday  with the launch of a new download service in Europe's latest  battleground for digital song services.",6,0.7270756,5.5,8,51,5.142857143,35,218,0,1,0,0,0.075,0.833,0.092,0.1531,7,"['download', 'dutch', 'apple', 'market', 'battleground']",0.47802403569221497,0.18039412796497345,0.21374160051345825,0.1278402954339981
4,Super ant colony hits Australia,"A giant 100km colony of ants  which has been discovered in Melbourne, Australia, could threaten local insect species.",3,0.71642154,5.4,5,31,5.5,18,117,0,0.506,0.494,0.5994,0.14,0.86,0,-0.3818,2,"['colony', 'ants', 'australia', 'insect', 'melbourne']",0.17430832982063293,0.3087543845176697,0.3832795023918152,0.13365772366523743
4,Socialites unite dolphin groups,"Dolphin groups, or ""pods"", rely on socialites to keep them from collapsing, scientists claim.",0,0.77514637,7,4,31,5.714285714,14,93,0,1,0,0,0.145,0.855,0,-0.296,1,"['dolphin', 'groups', 'collapsing', 'unite', 'rely']",0.062822312,0.33654484152793884,0.44854938983917236,0.15208344161510468
4,Teenage T. rex's monster growth,Tyrannosaurus rex achieved its massive size due to an enormous growth spurt during its adolescent years.,1,0.7158967,5.4,5,31,5.5625,16,104,0,0.606,0.394,0.3818,0,0.852,0.148,0.3818,2,"['rex', 'growth', 'tyrannosaurus', 'spurt', 'enormous']",0.076596983,0.38418158888816833,0.407905638,0.13131575286388397
4,Scientists Discover Ganymede has a Lumpy Interior,"Jet Propulsion Lab -- Scientists have discovered irregular lumps beneath the icy surface of Jupiter's largest moon, Ganymede. These irregular masses may be rock formations, supported by Ganymede's icy shell for billions of years...",4,0.6655295,6.142857143,7,49,5.823529412,34,231,0,1,0,0,0,0.935,0.065,0.3182,5,"['irregular', 'icy', 'scientists', 'masses', 'propulsion']",0.064360447,0.1448044627904892,0.7298784852027893,0.060956601053476334
4,Mars Rovers Relay Images Through Mars Express,"European Space Agency -- ESAs Mars Express has relayed pictures from one of NASA's Mars rovers for the first time, as part of a set of interplanetary networking demonstrations.     The demonstrations pave the way for future Mars missions to draw on joint interplanetary networking capabilities...",7,0.63334775,5.571428571,7,45,5.511111111,45,296,0,1,0,0,0,1,0,0,7,"['mars', 'demonstrations', 'rovers', 'networking', 'express']",0.09144637,0.33548200130462646,0.4764060974121094,0.096665569
4,Rocking the Cradle of Life,"When did life begin? One evidential clue stems from the fossil records in Western Australia, although whether these layered sediments are biological or chemical has spawned a spirited debate. Oxford researcher, Nicola McLoughlin, describes some of the issues in contention.",4,0.29032186,4.4,5,26,5.85,40,273,0,1,0,0,0,0.943,0.057,0.3182,3,"['life', 'stems', 'rocking', 'spawned', 'spirited']",0.077050805,0.42331188917160034,0.4113898277282715,0.08824753
4,"Storage, servers bruise HP earnings","update Earnings per share rise compared with a year ago, but company misses analysts' expectations by a long shot.",1,0.3240279,6.2,5,35,5.052631579,19,114,0,1,0,0,0.124,0.792,0.084,-0.1901,3,"['earnings', 'bruise', 'misses', 'compared', 'servers']",0.526621938,0.24230535328388214,0.1932375580072403,0.037835147231817245
4,IBM to hire even more new workers,"By the end of the year, the computing giant plans to have its biggest headcount since 1991.",2,0.26888794,3.857142857,7,33,4.411764706,17,91,0,1,0,0,0,1,0,0,3,"['1991', 'hire', 'computing', 'workers', 'ibm']",0.5207121968269348,0.23081055283546448,0.19245542585849762,0.056021817
4,Sun's Looking Glass Provides 3D View,Developers get early code for new operating system 'skin' still being crafted.,0,0.09490257,5.166666667,6,36,5.583333333,12,78,0,1,0,0,0,1,0,0,6,"['crafted', '3d', 'skin', 'glass', 'provides']",0.10246628522872925,0.3373686373233795,0.47383660078048706,0.086328439
4,IBM Chips May Someday Heal Themselves,New technology applies electrical fuses to help identify and repair faults.,0,0.2816718,5.333333333,6,37,5.909090909,11,75,0,1,0,0,0.209,0.608,0.182,-0.1027,8,"['applies', 'heal', 'someday', 'faults', 'identify']",0.12751305103302002,0.16037850081920624,0.679510236,0.032598197
4,Some People Not Eligible to Get in on Google IPO,"Google has billed its IPO as a way for everyday people to get in on the process, denying Wall Street the usual stranglehold it's had on IPOs. Public bidding, a minimum of just five shares, an open process with 28 underwriters - all this pointed to a new level of public participation. But this isn't the case.",4,0.61973894,3.9,10,48,4.438596491,57,309,0,1,0,0,0.031,0.939,0.029,-0.0258,9,"['ipo', 'process', 'google', 'public', 'stranglehold']",0.6130964756011963,0.18115203082561493,0.17764246463775635,0.028109079226851463
4,Rivals Try to Turn Tables on Charles Schwab,"By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...",4,0.46388125,4.5,8,43,5.78125,32,220,0,1,0,0,0.138,0.862,0,-0.5859,6,"['schwab', 'charles', 'liedtke', 'annoying', 'represented']",0.6618571281433105,0.17965549230575562,0.10398829728364944,0.054499108
4,News: Sluggish movement on power grid cyber security,Industry cyber security standards fail to reach some of the most vulnerable components of the power grid.\,0,0.566301,5.625,8,52,5.294117647,17,106,0.243,0.541,0.216,-0.0772,0.257,0.586,0.158,-0.4927,2,"['cyber', 'grid', 'power', 'security', 'components']",0.2719048857688904,0.37427619099617004,0.29695796966552734,0.056860990822315216
2,Giddy Phelps Touches Gold for First Time,Michael Phelps won the gold medal in the 400 individual medley and set a world record in a time of 4 minutes 8.26 seconds.,3,0.5028174,4.857142857,7,40,4.125,24,122,0.211,0.789,0,-0.1531,0,0.736,0.264,0.7783,6,"['phelps', 'gold', 'giddy', 'touches', 'medley']",0.007256905,0.23779524862766266,0.037029143422842026,0.7179186940193176
2,Tougher rules won't soften Law's game,"FOXBOROUGH -- Looking at his ridiculously developed upper body, with huge biceps and hardly an ounce of fat, it's easy to see why Ty Law, arguably the best cornerback in football, chooses physical play over finesse. That's not to imply that he's lacking a finesse component, because he can shut down his side of the field much as Deion Sanders ...",1,0.3332586,5.333333333,6,37,4.704918033,61,347,0,0.746,0.254,0.1779,0.061,0.738,0.201,0.875,2,"['law', 'soften', 'ounce', 'arguably', 'ty']",0.24762974679470062,0.080854304,0.15398533642292023,0.51753062
2,Shoppach doesn't appear ready to hit the next level,"With the weeks dwindling until Jason Varitek enters free agency, the Red Sox continue to carefully monitor Kelly Shoppach , their catcher of the future, in his climb toward the majors. The Sox like most of what they have seen at Triple A Pawtucket from Shoppach, though it remains highly uncertain whether he can make the adjustments at the plate ...",7,0.28728905,4.777777778,9,51,4.754098361,61,350,0.209,0.791,0,-0.2755,0.038,0.849,0.113,0.5868,1,"['sox', 'pawtucket', 'adjustments', 'the', 'varitek']",0.2232370674610138,0.14454497396945953,0.18708203732967377,0.4451359808444977
2,Mighty Ortiz makes sure Sox can rest easy,"Just imagine what David Ortiz could do on a good night's rest. Ortiz spent the night before last with his baby boy, D'Angelo, who is barely 1 month old. He had planned on attending the Red Sox' Family Day at Fenway Park yesterday morning, but he had to sleep in. After all, Ortiz had a son at home, and he ...",10,0.6083629,4.25,8,41,4.081967213,61,309,0,0.536,0.464,0.6369,0,0.967,0.033,0.2382,3,"['ortiz', 'rest', 'had', 'he', 'sox']",0.048893154,0.1926998496055603,0.15744096040725708,0.6009660363197327
2,They've caught his eye,"In  quot;helping themselves, quot; Ricky Bryant, Chas Gessner, Michael Jennings, and David Patten did nothing Friday night to make Bill Belichick's decision on what to do with his receivers any easier.",7,0.25902215,4.75,4,22,5.483870968,31,201,0,1,0,0,0,0.915,0.085,0.4215,1,"['jennings', 'belichick', 'receivers', 'quot', 'ricky']",0.21421021223068237,0.2010388821363449,0.12405286729335785,0.46069806814193726
2,Indians Mount Charge,"The Cleveland Indians pulled within one game of the AL Central lead by beating the Minnesota Twins, 7-1, Saturday night with home runs by Travis Hafner and Victor Martinez.",8,0.32143185,6,3,20,4.965517241,29,172,0,1,0,0,0.097,0.903,0,-0.4588,3,"['indians', 'travis', 'victor', 'mount', 'twins']",0.079308093,0.1453075110912323,0.096829563,0.6785548329353333
1,Sister of man who died in Vancouver police custody slams chief (Canadian Press),Canadian Press - VANCOUVER (CP) - The sister of a man who died after a violent confrontation with police has demanded the city's chief constable resign for defending the officer involved.,1,0.75117195,5.153846154,13,79,5.064516129,31,187,0.231,0.769,0,-0.5574,0.391,0.609,0,-0.9201,4,"['sister', 'vancouver', 'died', 'canadian', 'press']",0.17101572453975677,0.38411644101142883,0.29606756567955017,0.14880026876926422
1,"Man Sought  #36;50M From McGreevey, Aides Say (AP)","AP - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the governor decided to announce that he was gay and had an extramarital affair, sources told The Associated Press.",4,0.5612309,5.25,8,50,4.704545455,44,251,0,1,0,0,0.079,0.921,0,-0.5423,10,"['36', 'man', '50m', 'sexually', 'affair']",0.29497313499450684,0.3894050121307373,0.23976823687553406,0.075853594
1,Explosions Echo Throughout Najaf,"NAJAF, Iraq - Explosions and gunfire rattled through the city of Najaf as U.S. troops in armored vehicles and tanks rolled back into the streets here Sunday, a day after the collapse of talks - and with them a temporary cease-fire - intended to end the fighting in this holy city...",5,0.6272793,7.25,4,32,4.549019608,51,282,0,1,0,0,0.115,0.885,0,-0.6908,4,"['najaf', 'explosions', 'echo', 'city', 'armored']",0.11460039764642715,0.4134845733642578,0.3809708058834076,0.09094426
1,Frail Pope Celebrates Mass at Lourdes,"LOURDES, France - A frail Pope John Paul II, breathing heavily and gasping at times, celebrated an open-air Mass on Sunday for several hundred thousand pilgrims, many in wheelchairs, at a shrine to the Virgin Mary that is associated with miraculous cures.    At one point he said ""help me"" in Polish while struggling through his homily in French...",9,0.6792872,5.333333333,6,37,4.965517241,58,348,0,0.575,0.425,0.5719,0.046,0.85,0.105,0.5574,5,"['lourdes', 'frail', 'pope', 'mass', 'at']",0.08664915,0.6492509841918945,0.1905897557735443,0.073510133
1,Venezuela Prepares for Chavez Recall Vote,Supporters and rivals warn of possible fraud; government says Chavez's defeat could produce turmoil in world oil market.,1,0.44169295,6,6,41,5.722222222,18,120,0,1,0,0,0.402,0.489,0.109,-0.7783,5,"['chavez', 'turmoil', 'warn', 'venezuela', 'prepares']",0.2627357542514801,0.5098684430122375,0.17053672671318054,0.056859087
1,1994 Law Designed to Preserve Guard Jobs (AP),AP - A 1994 law strengthened job protections for National Guard and Reserve troops called to active duty. Here are major provisions of the Uniformed Services Employment and Reemployment Rights Act (USERRA).,6,0.7298763,4.75,8,45,5.46875,32,206,0,1,0,0,0,0.836,0.164,0.6705,7,"['1994', 'guard', 'law', 'protections', 'provisions']",0.11621932685375214,0.5788887739181519,0.1823306828737259,0.1225612536072731
1,Iran Warns Its Missiles Can Hit Anywhere in Israel," TEHRAN (Reuters) - A senior Iranian military official said  Sunday Israel and the United States would not dare attack Iran  since it could strike back anywhere in Israel with its latest  missiles, news agencies reported.",7,0.6923564,4.666666667,9,50,5.228571429,35,221,0.149,0.851,0,-0.1027,0.041,0.814,0.145,0.5932,8,"['israel', 'anywhere', 'missiles', 'iran', 'dare']",0.16646867990493774,0.2169477492570877,0.5092978477478027,0.10728567093610764
1,Afghan Army Dispatched to Calm Violence,"KABUL, Afghanistan - Government troops intervened in Afghanistan's latest outbreak of deadly fighting between warlords, flying from the capital to the far west on U.S. and NATO airplanes to retake an air base contested in the violence, officials said Sunday...",6,0.66919625,5.666666667,6,39,5.525,40,260,0.394,0.385,0.221,-0.4215,0.151,0.849,0,-0.765,5,"['afghanistan', 'violence', 'intervened', 'dispatched', 'retake']",0.087276876,0.38067981600761414,0.43041181564331055,0.10163150727748871
2,Johnson Helps D-Backs End Nine-Game Slide (AP),"AP - Randy Johnson took a four-hitter into the ninth inning to help the Arizona Diamondbacks end a nine-game losing streak Sunday, beating Steve Trachsel and the New York Mets 2-0.",9,0.56288856,5.714285714,7,46,4.838709677,31,180,0,0.698,0.302,0.3818,0.168,0.751,0.081,-0.4404,10,"['johnson', 'nine', 'end', 'game', 'hitter']",0.040174365,0.10062578320503235,0.097262688,0.761937141
3,Retailers Vie for Back-To-School Buyers (Reuters),"Reuters - Apparel retailers are hoping their\back-to-school fashions will make the grade among\style-conscious teens and young adults this fall, but it could\be a tough sell, with students and parents keeping a tighter\hold on their wallets.",2,0.5845783,7.333333333,6,49,5.914285714,35,241,0,1,0,0,0.052,0.892,0.056,0.0387,7,"['retailers', 'school', 'fashions', 'conscious', 'vie']",0.19848321378231049,0.40637877583503723,0.24891270697116852,0.146225244
1,Politics an Afterthought Amid Hurricane (AP),"AP - If Hurricane Charley had struck three years ago, President Bush's tour through the wreckage of this coastal city would have been just the sort of post-disaster visit that other presidents have made to the scenes of storms, earthquakes, floods and fires.",4,0.5079404,6.5,6,44,5.023255814,43,258,0,1,0,0,0.047,0.953,0,-0.25,6,"['hurricane', 'afterthought', 'presidents', 'scenes', 'coastal']",0.16647537052631378,0.6080156564712524,0.13764570653438568,0.087863222
4,Spam suspension hits Sohu.com shares (FT.com),"FT.com - Shares in Sohu.com, a leading US-listed Chinese internet portal, fell more than 10 per cent on Friday after China's biggest mobile phone network operator imposed a one-year suspension on its multimedia messaging services because of customers being sent spam.",8,0.6719628,6.666666667,6,45,5.536585366,41,267,0.287,0.46,0.253,-0.0772,0.093,0.854,0.054,-0.1531,4,"['sohu', 'com', 'ft', 'suspension', 'spam']",0.32158488035202026,0.23957625031471252,0.32822224497795105,0.11061664670705795
2,Erstad's Double Lifts Angels to Win (AP),"AP - Darin Erstad doubled in the go-ahead run in the eighth inning, lifting the Anaheim Angels to a 3-2 victory over the Detroit Tigers on Sunday. The win pulled Anaheim within a percentage point of Boston and Texas in the AL wild-card race.",9,0.75232565,4.857142857,7,40,4.5,44,241,0,0.612,0.388,0.5859,0,0.913,0.087,0.5859,7,"['erstad', 'angels', 'anaheim', 'darin', 'win']",0.033410560339689255,0.10815832763910294,0.099401914,0.7590292692184448
2,Drew Out of Braves' Lineup After Injury (AP),AP - Outfielder J.D. Drew missed the Atlanta Braves' game against the St. Louis Cardinals on Sunday night with a sore right quadriceps.,5,0.7202268,4.625,8,44,4.913043478,23,135,0.239,0.513,0.248,0.0258,0.184,0.703,0.113,-0.2023,8,"['drew', 'braves', 'sore', 'outfielder', 'ap']",0.039835852,0.1186908483505249,0.10088960826396942,0.7405837178230286
1,"Venezuelans Flood Polls, Voting Extended"," CARACAS, Venezuela (Reuters) - Venezuelans voted in huge  numbers on Sunday in a historic referendum on whether to recall  left-wing President Hugo Chavez and electoral authorities  prolonged voting well into the night.",7,0.6916556,7.2,5,40,5.78125,32,220,0,1,0,0,0,0.864,0.136,0.5267,5,"['venezuelans', 'voting', 'prolonged', 'caracas', 'electoral']",0.11398700624704361,0.40196946263313293,0.3766997158527374,0.10734382271766663
4,Dell Exits Low-End China Consumer PC Market," HONG KONG (Reuters) - Dell Inc. &lt;DELL.O&gt;, the world's  largest PC maker, said on Monday it has left the low-end  consumer PC market in China and cut its overall growth target  for the country this year due to stiff competition in the  segment.",6,0.7854219,5.285714286,7,43,4.720930233,43,250,0,1,0,0,0.047,0.895,0.058,0.128,9,"['dell', 'pc', 'consumer', 'low', 'china']",0.17836569249629974,0.5118815302848816,0.23939304053783417,0.070359685
1,China Says Taiwan Spy Also Operated in U.S. - Media," BEIJING (Reuters) - Beijing on Monday accused a  Chinese-American arrested for spying for Taiwan of building an  espionage network in the United States, and said he could go on  trial very soon.",7,0.59626436,4.2,10,51,5,32,195,0,1,0,0,0.151,0.769,0.08,-0.3612,9,"['taiwan', 'beijing', 'espionage', 'operated', 'spying']",0.11252220720052719,0.5169202089309692,0.29604750871658325,0.074510127
2,Another Major Non-Factor,"Another major, another disappointment for Tiger Woods, the No. 1 ranked player in the world who has not won a major championship since his triumph at the 2002 U.S. Open.",3,0.2606736,7.333333333,3,24,4.666666667,30,169,0,1,0,0,0.295,0.622,0.084,-0.7785,4,"['another', 'major', 'disappointment', 'factor', 'triumph']",0.016975397244095802,0.35322752594947815,0.044869736,0.5849272608757019
1,US fighter squadron to be deployed in South Korea next month (AFP),"AFP - A squadron of US Air Force F-15E fighters based in Alaska will fly to South Korea next month for temporary deployment aimed at enhancing US firepower on the Korean peninsula, US authorities said.",7,0.83614033,4.583333333,12,66,4.771428571,35,201,0,0.873,0.127,0.1531,0.036,0.964,0,-0.0516,7,"['us', 'korea', 'firepower', 'south', 'afp']",0.10370590537786484,0.4907727837562561,0.28011083602905273,0.1254105120897293
2,Johnson Back to His Best as D-Backs End Streak, NEW YORK (Reuters) - Randy Johnson struck out 14 batters in  8 1/3 innings to help the Arizona Diamondbacks end a nine-game  losing streak with a 2-0 win over the host New York Mets in the  National League Sunday.,11,0.50259227,4.222222222,9,46,4.41025641,39,214,0,0.656,0.344,0.6369,0.109,0.736,0.154,0.4404,8,"['johnson', 'streak', 'end', 'batters', 'york']",0.056730154901742935,0.11727207899093628,0.15144041180610657,0.6745573282241821
1,Restive Maldives eases curfew after rounding up dissidents (AFP),"AFP - A curfew in the capital of the Maldives was eased but parliament sessions were put off indefinitely and emergency rule continued following last week's riots, officials and residents said.",2,0.71629035,6.222222222,9,64,5.258064516,31,193,0,0.777,0.223,0.3182,0.221,0.733,0.045,-0.8047,5,"['maldives', 'curfew', 'rounding', 'afp', 'dissidents']",0.12171211838722229,0.5125899910926819,0.24036148190498352,0.1253364235162735
4,Vodafone hires Citi for Cesky bid (TheDeal.com),TheDeal.com - The U.K. mobile giant wants to find a way to disentagle the Czech wireless and fixed-line businesses.,2,0.38310608,5.857142857,7,47,5.105263158,19,115,0,1,0,0,0,1,0,0,5,"['thedeal', 'com', 'hires', 'czech', 'fixed']",0.5550162196159363,0.19102653861045837,0.18381719291210175,0.070140101
3,Dollar Briefly Hits 4-Wk Low Vs Euro," LONDON (Reuters) - The dollar dipped to a four-week low  against the euro on Monday before rising slightly on  profit-taking, but steep oil prices and weak U.S. data  continued to fan worries about the health of the world's  largest economy.",5,0.61112,4.285714286,7,36,4.95,40,242,0.259,0.741,0,-0.2732,0.198,0.738,0.064,-0.7311,7,"['euro', 'low', 'dollar', 'dipped', 'steep']",0.2265785187482834,0.5469094514846802,0.17256483435630798,0.05394711
4,Promoting a Shared Vision,"As Michael Kaleko kept running into people who were getting older and having more vision problems, he realized he could do something about it.",1,0.3635093,5.5,4,25,4.958333333,24,142,0,0,1,0.7096,0.109,0.807,0.084,-0.1742,3,"['vision', 'realized', 'promoting', 'shared', 'older']",0.14920742809772491,0.3737034797668457,0.39337265491485596,0.083716385
1,India's Tata expands regional footprint via NatSteel buyout (AFP),AFP - India's Tata Iron and Steel Company Ltd. took a strategic step to expand its Asian footprint with the announcement it will buy the Asia-Pacific steel operations of Singapore's NatSteel Ltd.,6,0.7805339,6.333333333,9,65,5.125,32,195,0,0.851,0.149,0.1027,0,0.927,0.073,0.3182,7,"['footprint', 'tata', 'steel', 'ltd', 'india']",0.510948658,0.2531604766845703,0.15303736925125122,0.082853504
1,Delegates Urge Cleric to Pull Out of Najaf,"BAGHDAD, Iraq - Delegates at Iraq's National Conference called on radical Shiite cleric Muqtada al-Sadr to abandon his uprising against U.S. and Iraqi troops and pull his fighters out of a holy shrine in Najaf...",9,0.37205866,4.375,8,42,5.085714286,35,212,0,1,0,0,0.117,0.883,0,-0.4767,6,"['delegates', 'pull', 'najaf', 'cleric', 'iraq']",0.12918777763843536,0.3959569036960602,0.3750574588775635,0.099797845
3,Treasuries Slip as Stocks Rally," NEW YORK (Reuters) - U.S. Treasury debt prices slipped on  Monday, though traders characterized the move as profit-taking  rather than any fundamental change in sentiment.",4,0.48453474,5.4,5,31,5.8,25,172,0,0.678,0.322,0.2263,0.095,0.837,0.068,-0.1779,4,"['characterized', 'fundamental', 'treasuries', 'sentiment', 'slipped']",0.33763399720191956,0.3953711688518524,0.15523245930671692,0.11176236718893051
3,Dollar Rises Vs Euro on Asset Flows Data, NEW YORK (Reuters) - The dollar extended gains against the  euro on Monday after a report on flows into U.S. assets showed  enough of a rise in foreign investments to offset the current  account gap for the month.,5,0.44769934,4.125,8,40,4.552631579,38,214,0,0.737,0.263,0.3612,0,0.889,0.111,0.4767,7,"['flows', 'euro', 'dollar', 'asset', 'investments']",0.3487919867038727,0.3543702960014343,0.21481850743293762,0.082019173
